entity,doc_freq,types,primary_type,idf,tfidf_proxy
World Economy,2,"['Sector', 'Metric']",Sector,6.711131937477322,13.422263874954645
2000-2001 Recession,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Rest Of Buildings,2,['Sector'],Sector,6.711131937477322,13.422263874954645
2008,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Commercial Segment,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Ac Stock,2,"['Technology', 'Infrastructure']",Technology,6.711131937477322,13.422263874954645
Cooling Degree Days,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Shenzhen,2,['Region'],Region,6.711131937477322,13.422263874954645
Non-Heavy Industry,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Textile Industry,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Food Industry,2,['Sector'],Sector,6.711131937477322,13.422263874954645
National Development And Reform Commission (Ndrc),2,['Policy'],Policy,6.711131937477322,13.422263874954645
2022-10,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
2010-2015,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Solar Pv Industry,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Services,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Cooling Demand,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Summer,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Monsoon,2,"['Timeframe', 'Policy']",Timeframe,6.711131937477322,13.422263874954645
2017-2025,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Rajasthan,2,['Region'],Region,6.711131937477322,13.422263874954645
Gujarat,2,['Region'],Region,6.711131937477322,13.422263874954645
Karnataka,2,['Region'],Region,6.711131937477322,13.422263874954645
Bihar,2,['Region'],Region,6.711131937477322,13.422263874954645
Assam,2,['Region'],Region,6.711131937477322,13.422263874954645
Air Conditioning Use,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Industrial And Commercial Consumers,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Wr,2,['Region'],Region,6.711131937477322,13.422263874954645
Sales Of Appliances,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Data Centre Demand,2,['Metric'],Metric,6.711131937477322,13.422263874954645
May-June 2025,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Daily Peak Load,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Average Temperature,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Central Electricity Authority,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Unserved Energy,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Unmet Peak Load,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Year 2017,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Storage Projects,2,"['Technology', 'Sector']",Technology,6.711131937477322,13.422263874954645
Generation Projects,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Work Force Challenges,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Renewables Projects,2,"['Technology', 'Sector']",Technology,6.711131937477322,13.422263874954645
Ev Charging Infrastructure,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Past Five Years,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Late Stage,2,"['Timeframe', 'Metric']",Timeframe,6.711131937477322,13.422263874954645
Under Review,2,"['Timeframe', 'Metric']",Timeframe,6.711131937477322,13.422263874954645
Technology Upgrades,2,['Technology'],Technology,6.711131937477322,13.422263874954645
Storage As A Transmission Asset,2,['Technology'],Technology,6.711131937477322,13.422263874954645
Grid Hosting Capacity,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Grid User,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Infrastructure,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Storage As A Transmission Asset (Sata),2,['Technology'],Technology,6.711131937477322,13.422263874954645
Renewable Energy Projects,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Large Industrial Loads,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Commercial Loads,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Selected Countries,2,['Region'],Region,6.711131937477322,13.422263874954645
Vre Penetration,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Regulatory Mechanisms,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Redispatch,2,"['Policy', 'Technology']",Policy,6.711131937477322,13.422263874954645
Distribution Network,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Grid Operator,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Flexible Connection Agreements,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Time-Limited Connection Agreements,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Dynamic Operating Envelopes,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Fully Flexible Connection Agreements,2,['Policy'],Policy,6.711131937477322,13.422263874954645
"Capacity Limits Are Dynamic, Time-Varying",2,['Metric'],Metric,6.711131937477322,13.422263874954645
"Capacity Limits Are Static, Pre-Agreed",2,['Metric'],Metric,6.711131937477322,13.422263874954645
Curtailment Is Unforeseen,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Curtailment Is Foreseen,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Curtailment Is Scheduled,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Curtailment Is Fixed,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Locational Marginal Pricing (Nodal Prices),2,['Policy'],Policy,6.711131937477322,13.422263874954645
Grid Connections,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Generators,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Market-Based Redispatch,2,"['Policy', 'Technology']",Policy,6.711131937477322,13.422263874954645
Distribution Level Constraints,2,"['Policy', 'Metric']",Policy,6.711131937477322,13.422263874954645
Tennet,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Rte,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
National Grid,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Congestion Softeners,2,"['Energysource', 'Policy']",Energysource,6.711131937477322,13.422263874954645
Basic Needs,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Battery Projects,2,['Technology'],Technology,6.711131937477322,13.422263874954645
Generation And Storage,2,['Sector'],Sector,6.711131937477322,13.422263874954645
United States (Miso),2,['Region'],Region,6.711131937477322,13.422263874954645
Expedited Resource Additions Study (Eras),2,['Policy'],Policy,6.711131937477322,13.422263874954645
Oxford Economics,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Southern Company,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Pg&E,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Early Stage/Unlikely,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Federal Energy Regulatory Commission (Ferc),2,['Policy'],Policy,6.711131937477322,13.422263874954645
Dominion Energy Virginia,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Elia,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Ai Data Centres,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Sub-National Zonal Prices,2,"['Policy', 'Metric']",Policy,6.711131937477322,13.422263874954645
Nodal Pricing,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Transmission Constraints,2,"['Metric', 'Infrastructure']",Metric,6.711131937477322,13.422263874954645
Oversizing,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Low Prices,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Transmission Lines,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Transformers,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Speed To Power Initiative,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Us Doe,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Transmission Projects,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Litpol Link,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Continental Europe,2,['Region'],Region,6.711131937477322,13.422263874954645
Interconnectors,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Transmission And Distribution Grids,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Demand Response Programmes,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Power Markets,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
System Resilience,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Demand Response Utilisation,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Demand Response Potential,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Industrial Demand Response,2,"['Technology', 'Sector']",Technology,6.711131937477322,13.422263874954645
Space Heating,2,"['Technology', 'Sector']",Technology,6.711131937477322,13.422263874954645
Water Heating,2,"['Technology', 'Sector']",Technology,6.711131937477322,13.422263874954645
Ev Fleet,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Networks,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Industrialisation,2,"['Policy', 'Sector']",Policy,6.711131937477322,13.422263874954645
Clean Cooking,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Agricultural Exports,2,"['Sector', 'Metric']",Sector,6.711131937477322,13.422263874954645
Ratawi Oil Field,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Opec+ Producers,2,['Region'],Region,6.711131937477322,13.422263874954645
Shale Producers,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Non-Opec+ Americas,2,['Region'],Region,6.711131937477322,13.422263874954645
Opec Ngls,2,['Energysource'],Energysource,6.711131937477322,13.422263874954645
Total Opec+,2,"['Energysource', 'Region']",Energysource,6.711131937477322,13.422263874954645
Us Shale,2,['Energysource'],Energysource,6.711131937477322,13.422263874954645
Rystad Energy,2,"['Region', 'Infrastructure']",Region,6.711131937477322,13.422263874954645
Mopane,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Calao,2,"['Region', 'Infrastructure']",Region,6.711131937477322,13.422263874954645
Opex,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Upper Zakum,2,"['Energysource', 'Infrastructure']",Energysource,6.711131937477322,13.422263874954645
Belbazem Offshore Block,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Maximising Ethane Recovery And Monetisation (Meram) Project,2,"['Policy', 'Infrastructure']",Policy,6.711131937477322,13.422263874954645
Natural Gas Processing Capacity,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Opec+ Supply Targets,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Zubair Field,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Micoperi,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Esta,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Third Subsea Export Pipeline,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
2.4 Mb/D,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Southern Fields,2,['Region'],Region,6.711131937477322,13.422263874954645
Krg,2,['Region'],Region,6.711131937477322,13.422263874954645
Itp,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Capacity,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Neutral Zone,2,['Region'],Region,6.711131937477322,13.422263874954645
Crude Capacity,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Late 2026,2,['Timeframe'],Timeframe,6.711131937477322,13.422263874954645
Rosneft,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Domestic Supply Chains,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Crude Exports,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Us Sanctions,2,['Policy'],Policy,6.711131937477322,13.422263874954645
Crude Production,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Shell-Led Consortium,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Bonga North Development,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Bonga Southwest,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Bonga North,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Akakus,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Omv,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Noc,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Pemex,2,"['Sector', 'Infrastructure']",Sector,6.711131937477322,13.422263874954645
Zama,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Totalenergies-Led Offshore Block 58,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
North Field East,2,"['Region', 'Infrastructure']",Region,6.711131937477322,13.422263874954645
Industry Consolidation,2,"['Policy', 'Metric']",Policy,6.711131937477322,13.422263874954645
Bakken,2,['Region'],Region,6.711131937477322,13.422263874954645
Fracking,2,['Technology'],Technology,6.711131937477322,13.422263874954645
Well Costs,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Longer Laterals,2,['Technology'],Technology,6.711131937477322,13.422263874954645
Drilling Rigs,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Nymex Wti Forward Curve Q2 2025,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Western Canada Sedimentary Basin,2,['Region'],Region,6.711131937477322,13.422263874954645
West White Rose,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Trans Mountain Expansion Pipeline,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Wti,2,['Energysource'],Energysource,6.711131937477322,13.422263874954645
Neuquén Basin,2,['Region'],Region,6.711131937477322,13.422263874954645
Block 58,2,"['Region', 'Infrastructure']",Region,6.711131937477322,13.422263874954645
Bacalhau Phase 2,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Vaca Muerta Sur Pipeline,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Punta Colorada,2,['Region'],Region,6.711131937477322,13.422263874954645
Rio Negro State,2,['Region'],Region,6.711131937477322,13.422263874954645
Sacha Field,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Sinopec,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Carnarvon Basin,2,['Region'],Region,6.711131937477322,13.422263874954645
Condensate,2,"['Energysource', 'Metric']",Energysource,6.711131937477322,13.422263874954645
Democratic Republic Of Congo,2,['Region'],Region,6.711131937477322,13.422263874954645
Galp,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Baleine Phase 3,2,['Infrastructure'],Infrastructure,6.711131937477322,13.422263874954645
Profitability,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Shutdowns,2,"['Metric', 'Infrastructure']",Metric,6.711131937477322,13.422263874954645
Net Additions,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Refined Product,2,"['Energysource', 'Metric']",Energysource,6.711131937477322,13.422263874954645
Usgc,2,['Region'],Region,6.711131937477322,13.422263874954645
Refinery Profits,2,['Metric'],Metric,6.711131937477322,13.422263874954645
Complex Refining,2,['Sector'],Sector,6.711131937477322,13.422263874954645
Processing Light Sweet Crude,2,['Sector'],Sector,6.711131937477322,13.422263874954645
